"","long","lat","Id","Count"
"0",-0.137930104010558,51.5134177124172,1,3
"1",-0.137883080050043,51.5133613998342,2,2
"2",-0.137852910334902,51.5133170489738,3,1
"3",-0.137811953946547,51.5132621296606,4,1
"4",-0.13776682625895,51.5132039767177,5,4
"5",-0.137536941414194,51.5131835520485,6,2
"6",-0.138200478229867,51.5133591867692,7,2
"7",-0.138045001181023,51.5133280355029,8,2
"8",-0.138276150015847,51.5133229578595,9,3
"9",-0.138223486436163,51.5134266728971,10,2
"10",-0.138337036751987,51.5133811892354,11,2
"11",-0.138562712674585,51.5134623424476,12,1
"12",-0.138425595569866,51.5132159285183,13,3
"13",-0.138378445203786,51.5131694485925,14,1
"14",-0.138337151287555,51.5131164749112,15,4
"15",-0.138645453374908,51.5132396116239,16,1
"16",-0.138697906588005,51.5131644210432,17,1
"17",-0.137924280930384,51.5131781841165,18,1
"18",-0.137864911517368,51.5131111979614,19,4
"19",-0.137811483555299,51.5130554375432,20,3
"20",-0.138761923444541,51.5134413327101,21,2
"21",-0.138798841466148,51.5135924208041,22,1
"22",-0.139044685640647,51.5134023383083,23,2
"23",-0.138969769250852,51.5133795728564,24,2
"24",-0.138863423701818,51.5134107815111,25,2
"25",-0.138752495986867,51.5136414526995,26,1
"26",-0.138808158700832,51.5136934269499,27,1
"27",-0.138856026577997,51.5137448755457,28,3
"28",-0.138886865385659,51.5136761001242,29,1
"29",-0.139239358857342,51.513589650219,30,1
"30",-0.139321273414791,51.5136630762747,31,1
"31",-0.139315996025543,51.5135023127246,32,1
"32",-0.139615957798045,51.5135825682104,33,2
"33",-0.139719311011435,51.5135413161461,34,2
"34",-0.140073811518465,51.5132975437477,35,1
"35",-0.139094018235715,51.5132905255639,36,1
"36",-0.13969719300269,51.5130133334294,37,1
"37",-0.139327083693065,51.5129647596832,38,1
"38",-0.139317388053158,51.5128932509875,39,2
"39",-0.139186819378375,51.5129641586053,40,8
"40",-0.13903594103458,51.5130248397129,41,2
"41",-0.139209112335763,51.5130266757898,42,1
"42",-0.138427009719529,51.5128309621333,43,1
"43",-0.138624089822381,51.5128845609982,44,1
"44",-0.138095738730479,51.512526461566,45,1
"45",-0.138034566532032,51.5124652322484,46,1
"46",-0.137983558408747,51.5124282017241,47,4
"47",-0.138064861673808,51.5124146502324,48,1
"48",-0.138193772599653,51.5125095595528,49,1
"49",-0.13781768058354,51.5123779695186,50,1
"50",-0.137655876664111,51.5124468842647,51,1
"51",-0.137584251590895,51.5124910903494,52,4
"52",-0.137650308280313,51.5123735237671,53,1
"53",-0.137449685402355,51.5123394658191,54,1
"54",-0.137375960345323,51.5123641435114,55,1
"55",-0.137327183060384,51.5123186592339,56,1
"56",-0.136979895082568,51.5125404192213,57,1
"57",-0.137180471112416,51.5126486001691,58,2
"58",-0.137052256705603,51.5126924102854,59,1
"59",-0.137695283980724,51.5129565492695,60,1
"60",-0.137532968405366,51.5127646786194,61,1
"61",-0.137419027899659,51.512780135276,62,2
"62",-0.137367685597074,51.5127261821783,63,1
"63",-0.137324900434833,51.5126812212502,64,1
"64",-0.13753072078947,51.5129138940919,65,2
"65",-0.137561709372639,51.5130464173057,66,2
"66",-0.137465963095969,51.5130736199273,67,1
"67",-0.137386069143822,51.5130871653118,68,2
"68",-0.137305905402978,51.5131217300639,69,3
"69",-0.137088921783477,51.5131870380734,70,1
"70",-0.136996507652827,51.5132144650686,71,4
"71",-0.136858967055843,51.5132493670279,72,15
"72",-0.136777631573641,51.5132712298232,73,3
"73",-0.13670521328998,51.5133000053292,74,4
"74",-0.136493541498875,51.513159501803,75,5
"75",-0.1363296093128,51.5130159068474,76,2
"76",-0.13642355437644,51.5129212632447,77,1
"77",-0.136523354073943,51.5128901273703,78,2
"78",-0.136599464715498,51.5128594972903,79,1
"79",-0.136698903900388,51.5128304407162,80,1
"80",-0.136818608892988,51.5127817133823,81,1
"81",-0.136972720982157,51.5127289953887,82,1
"82",-0.13635852222683,51.5128684899971,83,1
"83",-0.136629907913101,51.5127227024346,84,1
"84",-0.136584421189908,51.5126544175993,85,1
"85",-0.136422562827327,51.5127129238493,86,1
"86",-0.136345100970831,51.5126151331328,87,1
"87",-0.136437423660872,51.5124909274326,88,1
"88",-0.13637725593617,51.512449001123,89,1
"89",-0.136196885696964,51.5124646732061,90,1
"90",-0.136141564934112,51.5124131425941,91,1
"91",-0.136101691853672,51.5123580283144,92,2
